"gene","Compartment","log2FoldChange"
"g29477","A",6.61485491172989
"g1872","A",-6.15667151827406
"g20249","A",-1.20780589786004
"g24987","A",1.81703129004641
"g21536","A",2.90612431973007
"g11379","A",-1.14846379758229
"g28930","A",6.52591926371962
"g9232","A",3.83577435488273
"g27531","A",-2.63334810218393
"g10696","A",4.50283284210894
"g4096","A",-3.20708275757573
"g24055","A",-2.6031348350233
"g7401","A",-1.22488401507097
"g2303","A",-1.33664246160552
"g2228","A",6.63134567254632
"g16438","A",6.62207237183872
"g10668","A",-2.75218594707924
"g21042","A",3.87544753517936
"g26107","A",-1.48570542512551
"g27424","A",4.96607452054587
"g10471","A",5.87188017055477
"g23281","A",-1.25279404192919
"g26229","A",3.6557767281503
"g13254","A",6.37352176391627
"g24030","A",2.08587479849382
"g799","A",3.52106960772789
"g10123","A",-2.07090458289631
"g29768","A",1.38019953655404
"g5352","A",6.41386366603719
"g21984","A",4.29959117398357
"g10625","A",4.1775662603795
"g3305","A",1.01961599533848
"g26147","A",-2.68572908997416
"g21376","A",2.85110502837527
"g24936","A",4.48537201419699
"g12251","A",5.81379291901105
"g11391","A",1.12278489873607
"g5153","A",1.34308115131653
"g14384","A",4.69869440393602
"g5847","A",-1.37465320637739
"g15957","A",-1.72628773832919
"g29142","A",-0.946342741713891
"g22281","A",1.24455926099855
"g20827","A",5.71451519109853
"g16237","A",-2.87272355815841
"g26971","A",1.60465556612287
"g22333","A",1.21557735386155
"g63","A",2.88436769867174
"g21197","A",3.23162607445386
"g23285","A",4.11235528987494
"g1073","A",-2.10825372947982
"g29487","A",2.80219043191518
"g4161","A",-6.49443295875533
"g27518","A",1.44698451089334
"g16842","A",-1.25308304432425
"g17833","A",1.29410423291773
"g8325","A",2.48647985953425
"g29373","A",6.23862057622868
"g27079","A",-1.36145984340821
"g24043","A",2.59781970160966
"g19803","A",-2.13155586352381
"g12046","A",5.72496577606969
"g11195","A",5.86037908123649
"g4106","A",-1.09924980766828
"g1233","A",-1.230560337245
"g10422","A",1.33914298796438
"g12729","A",2.27630195993946
"g14341","A",2.20171887025886
