,zoospore-A,zoospore-B,germinating cyst-A,germinating cyst-B,mycelia_48h-A,mycelia_48h-B,mycelia_96h-A,mycelia_96h-B,Early infection-A,Early infection-B,Late infection-A,Late infection-B
g26063,755,857,264,324,116,97,203,352,207,300,46,84
g26064,106,114,327,310,404,288,1103,926,744,1257,118,462
g26065,20,16,1,3,1,0,9,13,2,14,1,7
g26066,1928,1942,1040,1014,258,162,853,1233,686,1202,130,231
g26067,1202,1022,788,645,1098,1414,441,513,357,473,121,200
g26068,2725,2498,5607,4488,2397,2749,1673,3466,2997,3750,324,663
g26069,2799,3131,543,682,170,103,593,890,469,580,123,241
g26070,554,556,74,118,822,598,763,539,616,586,161,432
g26071,384,339,121,301,322,265,168,229,153,166,32,77
g26072,1751,2775,482,480,263,172,456,475,550,462,181,312
g26073,474,398,1232,1470,1330,1286,2433,2995,2068,2120,405,1018
g26074,90,63,274,377,312,263,780,813,521,493,122,225
g26075,620,551,299,295,612,593,838,1053,882,822,229,623
g26076,48,78,89,102,134,136,781,798,615,609,110,299
g26077,815,758,1545,1463,443,372,1012,958,865,875,144,240
g26078,620,559,294,390,230,169,538,835,327,466,101,220
g26079,68,71,90,80,420,233,1227,1118,602,485,196,690
g26080,64,81,63,80,244,190,111,169,76,129,19,75
g26081,108,105,17,27,54,33,20,35,19,28,2,9
g26082,53,32,358,234,571,497,796,1437,615,599,102,296
g26083,74,29,36,28,120,208,128,209,133,136,26,62
g26084,1601,1461,410,343,820,777,339,669,348,485,136,225
g26085,876,776,476,541,625,477,664,884,640,692,213,461
g26086,655,648,331,302,473,523,475,861,383,404,93,245
g26087,1766,1550,1032,847,285,216,645,1086,502,685,192,255
g26088,334,341,566,570,335,211,1206,1595,985,808,215,390
g26089,837,718,3093,4669,7762,6805,1061,1518,2523,2566,445,805
g26094,12,10,20,21,28,25,53,139,57,88,16,34
g26095,67,48,53,64,59,55,96,239,80,116,31,74
g26096,172,230,69,94,169,116,386,650,539,451,121,294
g26097,208,173,144,176,185,146,380,647,389,448,161,226
g26098,715,744,256,273,489,574,129,115,123,153,70,103
g26099,40,38,4,3,14,19,15,20,7,8,12,16
g26100,40,43,71,68,41,27,74,112,82,59,4,20
g26101,67,70,56,58,62,45,55,65,61,52,11,26
g26102,250,66,4,2,11,9,15,35,10,5,2,6
g26103,15,12,807,602,137,86,28,17,162,49,6,30
g26104,19,16,3761,3786,4501,3405,834,397,1411,1271,54,204
g26106,109,96,9,13,32,32,71,104,46,42,20,28
g26107,1036,1201,102,117,209,139,115,123,140,133,23,106
g26108,187,171,91,109,317,438,165,179,150,150,48,119
g26109,202,134,417,352,275,197,330,607,447,580,119,221
g26110,15,7,71,49,61,46,271,422,352,489,106,201
g26119,175,174,478,643,1310,1308,146,252,458,415,74,140
g26121,6,3,2,1,11,5,0,0,0,0,0,0
g26122,22,19,31,49,48,61,1,0,0,1,0,0
g26123,608,741,1059,1696,3257,3548,38,68,125,118,44,52
g26124,6,6,111,121,583,688,18,25,35,34,10,24
g26125,49,20,237,415,1095,1214,122,135,183,190,74,77
g26126,249,296,206,258,434,409,0,1,0,1,0,0
g26127,9,9,8,8,14,5,0,0,0,0,0,0
g26128,20,10,15,22,24,21,0,0,0,0,0,0
g26129,9,5,17,10,28,12,1,0,0,0,0,0
g26130,11,7,15,15,26,33,1,0,0,0,0,0
g26131,5,2,7,13,23,16,0,0,0,0,0,0
g26136,0,0,0,1,0,0,1,0,0,0,13,32
g26138,76,65,81,80,91,80,157,364,142,223,45,125
g26139,136,257,58,99,144,130,557,879,715,646,179,335
g26140,245,202,133,176,232,184,547,853,582,829,271,341
g26141,658,691,229,227,475,528,135,104,114,159,46,104
g26142,2,5,1,0,2,6,1,1,0,2,6,4
g26143,43,34,3,4,12,10,25,29,29,24,18,34
g26144,39,42,34,56,35,36,65,85,51,54,13,13
g26145,50,53,31,53,58,51,82,118,77,76,9,47
g26146,276,50,2,3,52,62,74,100,49,27,7,19
g26147,3,2,839,609,134,112,53,23,237,66,4,47
g26148,53,41,5182,4967,4682,3237,5346,2531,8962,6642,356,1240
g26149,67,103,8,14,38,27,61,78,38,30,10,27
g26150,999,1105,126,137,186,183,109,146,160,158,25,88
g26151,191,152,92,104,306,465,159,203,202,157,76,145
g26152,218,155,439,405,326,241,1061,1809,1295,1742,392,718
g26153,1,0,0,0,0,0,2,0,0,2,0,0
g26168,0,1,0,0,0,0,0,1,0,0,0,0
g26180,1899,1516,783,769,1007,901,963,1903,1053,1239,339,843
g26181,2357,1761,4005,4614,22171,11671,5318,6940,12084,10883,3878,8290
g26182,79,50,247,294,228,150,1708,2217,1141,1000,255,581
g26183,2445,1104,1107,710,1378,1249,647,423,1575,1281,82,276
g26185,3955,1826,2357,1392,2238,1874,1770,1128,3985,3282,230,684
g26186,43,30,18,10,30,39,40,69,26,60,14,16
g26187,357,239,789,814,1529,1484,1722,2376,1652,1763,494,1389
g26188,78,49,334,247,275,325,282,404,303,303,48,119
g26189,133,133,206,314,670,840,536,815,443,479,170,396
g26190,82,60,1,3,171,175,63,65,39,33,63,108
g26191,604,940,100,138,413,326,258,465,313,337,110,216
g26192,10662,13741,20,41,78,68,45,78,28,57,8,24
g26193,845,903,143,171,559,523,195,368,230,290,101,168
g26194,220,324,116,102,191,207,280,372,220,321,91,169
g26195,979,446,102,95,108,164,404,688,315,604,279,476
g26196,2016,1455,2267,2695,3233,2652,5192,7191,4602,4801,1662,3614
g26197,369,391,121,132,247,196,562,844,360,340,122,224
g26198,29,26,21,22,47,29,16,28,10,13,9,8
g26199,15,23,53,67,110,96,977,1090,710,529,162,348
g26200,59,66,0,1,42,35,124,147,54,37,69,87
g26201,497,269,11,11,50,30,152,366,121,121,58,121
g26202,179,87,4,3,11,3,33,76,26,27,8,17
g26203,631,385,0,3,5,7,7,14,10,7,6,2
g26204,148,133,0,4,7,4,7,37,6,6,8,12
g26205,4332,5750,229,273,344,228,295,507,244,449,319,503
g26206,269,252,495,604,466,411,1088,1219,888,764,252,528
g26207,14,16,5,13,26,31,8,24,4,5,2,10
g26228,9,8,24,23,56,47,282,543,133,112,33,81
g26229,1,5,0,0,3,3,42,127,32,28,1,9
g26230,49,68,62,66,36,21,284,497,274,254,50,97
g26231,1619,1488,1452,1084,351,175,2778,5184,2999,3178,344,670
g26232,67,96,1172,896,293,280,1056,1610,1076,1119,187,367
g26233,37,23,298,636,4245,4938,232,272,736,784,202,190
g26234,1037,242,189,453,1440,1167,6593,11688,6852,16052,8037,6156
g26235,0,0,0,0,1,0,1,2,0,0,0,1
g26236,97,104,4,6,26,16,20,50,61,68,13,18
g26237,13,13,1,0,3,0,8,32,10,24,2,16
g26255,0,0,0,0,2,0,7522,5684,8654,5985,3583,9565
g26256,5,4,2,2,5,2,15,27,12,5,3,10
g26257,2,2,1,0,5,0,1,6,0,1,0,0
g26258,34,36,28,32,14,10,15,12,9,2,3,1
g26259,1381,1211,1347,971,275,127,280,501,307,336,26,50
g26260,93,76,1312,902,326,294,200,300,169,219,30,80
g26261,79,69,27,74,264,272,65,130,94,170,78,73
g26262,103,100,148,131,297,280,570,689,365,337,123,233
g26263,1,1,2,3,63,45,4,4,19,7,0,2
g26264,226,73,99,306,1113,827,642,1121,699,1540,761,549
g26265,0,0,0,0,1,0,6,8,1,2,4,2
g26266,2027,2011,75,81,135,105,202,316,279,381,179,162
g26267,190,259,211,180,594,522,271,448,683,1023,93,250
g26268,21,27,5,2,22,21,489,1524,187,121,214,485
g26269,1,0,0,0,0,0,4983,4751,5232,5518,781,1314
g26270,0,2,0,1,0,0,2,0,5,0,0,1
g26276,284,270,218,216,705,650,512,815,890,1285,129,428
g26277,1752,1267,1287,1088,969,937,1049,1645,844,1114,249,535
g26278,66,66,60,82,37,30,661,1357,317,330,76,181
g26279,15,5,20,49,18,33,1992,5235,834,649,473,1225
g26280,751,878,302,335,521,550,486,792,550,745,279,709
g26281,187,219,473,455,236,128,722,818,644,610,172,329
g26285,127,257,108,69,109,121,94,97,81,74,23,64
g26286,57,84,2,2,6,4,35,90,23,9,12,17
g26287,606,492,374,421,472,312,824,1473,660,653,194,479
g26288,1614,470,119,288,289,153,298,657,175,197,720,1096
g26289,193,172,57,83,45,41,137,262,81,104,27,57
g26290,27,29,16,13,12,10,70,111,65,53,14,26
g26291,1156,1589,179,241,160,71,257,494,267,444,80,176
g26292,1158,1280,1347,1286,1322,1515,1658,2748,1665,3124,498,665
g26293,1194,1374,1901,2871,3605,3897,3142,3027,2845,2366,601,1869
g26294,413,335,669,722,568,511,966,1336,916,991,251,559
g26295,119,74,92,89,88,97,146,251,118,152,54,95
g26296,1973,3620,3,4,5,5,3,36,5,7,1,2
g26297,198,193,7,4,1,1,2,25,4,3,0,3
g26298,1544,1560,214,286,189,115,97,281,119,166,22,44
g26299,46,39,54,54,185,177,205,261,151,137,45,144
g26300,117,74,165,145,179,175,251,301,201,219,44,90
g26301,40,67,57,42,41,41,73,81,48,47,12,18
g26302,69,35,40,66,57,31,107,138,74,90,26,46
g26303,81,62,86,87,100,68,237,273,174,166,57,117
g26304,177,136,0,3,6,7,137,144,110,90,40,74
g26305,261,255,0,0,0,1,24,58,19,22,8,13
g26306,114,39,19,57,767,564,1222,1942,751,892,301,816
g26307,7,21,47,57,45,27,344,451,298,140,45,121
g26308,70,47,116,98,515,574,411,280,251,236,100,216
g26309,95,65,5,9,21,16,116,253,109,136,72,92
g26310,1737,690,22,14,57,14,162,421,99,92,128,159
g26311,151,109,9,1,6,27,23,90,12,7,21,20
g26312,8,14,13,8,14,31,19,62,18,36,6,12
g26313,36,32,22,24,115,86,67,126,101,166,13,28
g26314,1,0,0,0,16,14,66,202,34,35,59,57
g26315,29,13,3,19,52,41,104,297,53,210,44,147
g26316,19,13,0,11,15,17,17,64,8,32,4,25
g26317,29,11,4,16,31,27,35,96,20,27,9,28
g26318,593,321,1083,2892,847,470,1375,1879,1316,2045,449,1465
g26319,2,0,0,1,1,2,18,22,21,13,1,1
g26320,1,2,0,0,0,2,14,14,17,37,4,11
g26321,542,169,12,9,76,76,202,205,96,72,103,199
g26322,3491,3111,20,20,35,24,51,48,85,58,17,29
g26323,134,131,50,86,30,17,106,131,100,84,15,34
g26324,119,158,157,130,50,49,216,232,170,190,33,52
g26325,348,283,454,377,525,844,715,1547,618,582,172,343
g26326,764,457,810,771,1387,1322,1177,1945,993,1395,371,784
g26327,746,59,129,395,316,266,417,359,981,1072,227,733
g26328,45,38,8,20,18,33,10,45,32,56,6,15
g26329,467,307,204,312,743,644,517,839,498,562,101,242
g26330,2337,1961,1179,1867,2664,2808,1687,4414,1071,1939,1175,1397
g26331,52,59,261,395,610,468,385,643,574,807,143,280
g26332,59,30,138,216,122,118,89,138,88,69,40,68
g26333,41,24,209,220,158,109,223,297,205,173,54,120
g26334,962,882,1824,1827,2263,1817,1980,3242,2007,2276,550,1314
g26335,4,3,8,7,15,19,21,49,9,36,3,9
g26336,1,2,4,3,14,15,58,133,69,73,18,32
g26337,2,4,27,26,11,10,51,67,82,78,26,73
g26348,1,1,1,0,1,1,156,82,109,79,33,100
g26349,1,0,0,0,5,0,22,16,23,17,7,22
g26350,0,1,0,0,0,0,0,0,0,0,0,0
g26351,7,6,3,2,2,4,0,0,0,0,0,0
g26353,3,4,0,0,0,0,0,0,0,0,0,0
g26367,15,2,2,2,4,1,121,160,75,98,27,54
g26368,2,2,2,2,2,1,0,0,0,0,0,0
g26369,11,4,0,2,1,2,28,46,16,30,7,8
g26370,226,130,37,39,43,31,92,145,116,132,40,67
g26371,35,21,15,26,80,63,5,10,4,4,0,0
g26372,76,48,4,5,3,4,35,103,18,19,7,9
g26373,1768,1061,3862,3139,3224,2088,757,217,1658,961,55,168
g26375,1428,846,19467,19276,12714,9444,2229,1491,4052,3662,507,1417
g26376,2678,505,6,16,128,91,41,94,65,38,18,17
g26377,13508,6331,3174,3150,932,698,298,316,225,209,46,102
g26378,34,32,373,184,688,444,2798,1854,1934,1787,115,197
g26379,20,9,21,61,62,68,138,213,107,127,54,141
g26381,10771,13216,3566,3212,2776,1740,2016,1242,1964,1601,49,66
g26382,18,12,10,19,0,0,16,70,28,36,8,6
g26383,6,3,0,1,5,6,34,60,35,33,9,3
g26384,1224,1535,7911,6835,4805,4821,3680,5602,3574,5020,685,1367
g26385,54,38,0,3,4,0,7,18,3,11,1,5
g26386,41,17,2,6,7,2,2,19,8,7,2,4
g26387,254,68,7,4,40,77,17,19,13,24,3,2
g26388,504,571,254,247,655,722,366,467,334,360,104,250
g26389,663,527,360,412,203,134,76,88,300,558,32,190
g26390,9,19,189,261,287,235,25,44,64,60,7,37
g26391,11,13,16,14,21,28,0,6,1,1,0,1
g26401,0,0,0,0,1,0,1,0,0,1,0,0
g26402,0,0,0,0,0,1,0,0,0,0,0,0
g26407,66,36,43,65,119,164,0,3,1,0,0,0
g26408,348,221,70,104,157,104,407,487,247,207,78,176
g26409,106,57,12,5,14,10,28,38,23,17,11,29
g26410,85,47,90,48,77,49,512,524,417,384,105,184
g26411,34,39,12,16,30,12,386,849,225,248,74,245
g26412,16,23,6,14,15,17,336,347,296,163,63,109
g26413,264,240,106,125,67,48,653,708,423,420,90,191
g26414,733,696,151,156,283,313,271,445,250,328,106,194
g26415,413,374,100,139,140,102,514,700,358,352,143,228
g26416,1130,1150,5,16,16,7,210,240,181,128,44,67
g26417,125,102,80,62,1044,1216,223,173,134,114,76,150
g26418,1305,761,4141,2967,6012,6585,2772,3090,3596,3966,1308,3362
g26419,612,123,5,23,31,8,387,666,349,489,195,20
g26420,2,2,0,1,10,1,35,86,44,38,4,3
g26421,1,1,183,199,92,36,65,33,68,80,9,26
g26422,31,41,3,9,24,26,17,32,19,16,7,17
g26423,1,0,0,1,0,2,2,3,2,0,3,0
g26424,5,0,0,1,1,1,2,8,2,2,0,0
g26425,2,1,3,4,9,3,45,14,10,10,4,3
g26426,3,0,61,124,114,74,79,93,75,95,22,45
g26427,311,222,46,64,2940,2274,2971,369,4009,4441,585,625
g26428,964,276,196,608,6127,3409,13460,14052,13412,13439,10514,23632
g26429,6,5,618,613,2229,2485,328,376,945,1333,111,180
g26430,31,9,1,8,11,10,42,55,35,46,7,27
g26431,1,0,1,0,3,5,6,13,6,8,2,1
g26432,19599,11853,28936,28067,37212,39891,37891,59945,42386,62791,16757,29840
g26433,9070,5691,7373,8467,6064,5902,13327,15876,13654,19320,5351,8780
g26434,63,55,19,37,82,49,259,416,213,194,82,192
g26435,4416,5032,980,526,4114,5470,887,1752,1566,2753,424,701
g26436,589,197,0,0,12,15,6,39,9,16,1,10
g26437,155,117,73,91,136,135,107,181,145,156,37,85
g26438,400,317,206,174,157,109,75,215,74,123,7,19
g26439,146,95,38,33,52,32,79,130,40,63,7,33
g26440,160,122,11,48,39,29,33,103,29,28,9,36
g26441,14,7,0,0,0,1,6,26,6,9,2,1
g26442,57,37,0,0,0,0,13,22,8,4,2,2
g26443,88,49,0,0,0,0,15,49,24,24,10,9
g26444,6,2,0,0,0,0,34,50,28,16,31,15
g26445,1,1,0,0,1,0,1,2,1,3,0,2
g26446,3,0,0,0,1,9,54,111,34,36,45,29
g26449,42,28,5,3,10,3,26,44,46,56,12,30
g26450,48,25,0,0,0,0,13,36,28,22,5,7
g26451,223,177,1,0,0,0,17,49,11,15,12,10
g26452,198,112,7,3,2,6,8,3,7,6,4,2
g26460,14,6,4,5,6,10,151,265,303,461,57,117
g26461,7,7,1,0,5,1,13,11,6,10,5,2
g26462,476,327,670,564,890,769,884,1318,851,968,166,460
g26463,66,52,123,157,403,289,418,442,316,243,72,185
g26464,88,74,95,119,93,98,175,341,139,201,33,54
g26465,249,197,24,22,19,23,69,101,68,71,7,26
g26466,3910,3942,13075,8265,7314,8075,5656,13319,9255,13030,1244,2404
g26467,108,57,38,37,197,138,46,116,100,145,20,46
g26468,56,22,26,27,53,34,95,359,545,769,52,60
g26469,659,591,76,83,199,107,216,467,190,345,138,234
g26470,21,19,2,3,1,1,13,39,29,25,2,6
g26471,61,38,10,7,0,6,13,71,48,71,11,5
g26472,343,265,310,357,270,175,650,1020,526,649,157,352
g26473,419,341,239,341,643,818,564,592,442,517,93,245
g26474,443,390,206,169,1816,1782,607,936,1038,1372,731,788
g26475,117,69,6,9,30,29,173,196,151,193,73,102
g26476,898,723,1237,1423,798,587,826,1996,579,894,311,275
g26477,171,95,357,480,529,493,343,636,295,316,107,139
g26478,14,8,8,32,13,20,7,29,7,8,8,5
g26479,1300,997,1131,1623,3617,3869,5918,6293,3369,4250,2373,3893
g26480,2045,2102,546,520,2586,3760,1415,1678,1531,1734,465,1264
g26481,59,78,13,19,67,82,22,92,38,50,11,22
g26482,873,820,717,439,328,185,1291,1691,739,628,83,218
g26483,4461,1071,13021,21808,17402,21670,5710,8664,5319,8027,1637,2346
g26484,2293,424,10505,17269,8549,9166,22587,33398,20554,34524,6669,8298
g26485,365,269,1538,1285,1104,1054,1119,1614,840,976,224,526
g26486,1167,1020,480,571,149,100,483,752,339,429,74,136
g26487,145,62,3,0,0,0,0,0,0,0,1,1
g26488,6,4,124,107,37,29,0,3,3,0,0,0
g26489,12,3,1,1,6,14,3,13,0,0,1,2
g26490,32,26,15,16,43,51,114,155,85,99,29,43
g26491,73,61,78,64,117,120,5,10,2,2,0,0
g26492,100,30,99,249,273,282,154,321,66,107,37,55
g26493,24,4,90,60,146,247,375,362,290,403,172,138
g26494,99,18,14,32,105,114,1107,463,794,723,491,560
g26495,65,41,0,3,20,20,57,93,28,29,39,72
g26496,67,62,25,37,32,28,128,122,81,86,31,51
g26497,53,40,10,20,13,10,47,70,13,38,23,24
g26498,407,289,430,777,542,534,1562,1665,1031,1009,346,628
g26499,77,75,381,368,383,398,635,599,517,505,125,221
g26500,828,1002,2542,3183,9595,10114,2070,3385,2571,5751,770,1482
g26501,3617,6572,1170,1108,752,473,1078,1869,614,597,271,628
g26502,272,552,36,44,159,174,338,2021,131,119,35,116
g26503,3,3,1,0,6,1,16,58,3,10,3,8
g26504,13,8,8,23,6,4,35,68,17,9,2,5
g26506,1062,1008,2175,4175,1469,1115,2495,6410,2004,2211,1091,2806
g26513,4,6,5,5,14,4,86,93,46,37,12,10
g26514,4,6,10,8,314,146,115,118,70,64,3,9
g26515,30,51,280,130,825,361,705,1567,422,345,49,163
g26516,286,83,548,487,580,416,739,1466,399,424,155,483
g26517,30,17,5,6,9,11,120,169,67,64,14,40
g26518,3,4,28,14,14,6,16,11,55,28,2,7
g26519,214,188,485,472,295,226,650,948,442,524,156,330
g26520,208,169,344,610,452,435,924,1542,776,851,208,583
g26521,77,24,30,44,30,30,66,96,90,138,10,25
g26601,20,30,5,13,9,8,1,8,1,1,2,0
g26602,161,108,98,113,302,272,82,187,66,172,28,50
g26603,7,28,0,0,0,0,8,2,6,7,2,0
g26604,32,9,2,3,5,6,2,5,0,1,6,9
g26605,314,52,65,70,66,61,100,219,169,282,337,243
g26607,4744,5376,270,614,837,469,45,94,178,245,182,791
g26608,17,14,9,21,34,30,2,6,1,2,1,1
g26609,117,19,3,10,563,292,20,36,27,52,40,274
g26610,4,4,758,524,641,690,24,23,21,39,3,4
g26611,78,38,58,58,75,37,50,70,40,41,18,40
g26612,252,104,176,110,400,403,39,40,17,39,7,15
g26613,163,28,19,15,192,185,25,28,36,64,15,20
g26614,111,33,17,13,56,85,0,1,4,5,3,3
g26615,25,17,45,83,173,230,62,94,21,48,22,56
g26616,92,84,19,21,28,28,50,94,50,97,23,60
g26621,0,0,0,1,0,0,3,6,7,7,1,1
g26624,13,7,14,18,42,27,118,255,78,124,70,171
g26625,27,9,155,160,88,61,100,140,88,157,30,56
g26626,281,113,82,70,253,305,168,316,363,530,143,202
g26627,13,8,309,348,491,367,411,236,630,415,126,372
g26628,18,3,3,2,2,0,14,76,18,29,7,10
g26629,645,127,303,535,51,18,590,1886,889,906,445,364
g26630,505,316,997,793,656,528,213,240,433,273,39,77
g26631,165,100,0,3,7,6,2,12,1,6,2,1
g26632,243,207,101,109,32,24,94,164,83,130,11,40
g26633,95,117,54,75,64,52,216,429,171,164,45,99
g26634,89,30,30,69,442,252,500,554,319,265,58,242
g26635,50,35,2,3,21,15,13,59,19,16,20,21
g26636,40,20,85,126,121,103,86,184,90,84,26,47
g26637,42,32,23,72,62,39,77,136,62,114,28,87
g26638,47,33,65,107,205,221,307,600,249,341,108,188
g26639,49,48,17,14,6,4,47,84,77,67,2,22
