"gene","Compartment","log2FoldChange"
"g6746","A",2.98181560722406
"g11279","A",4.04180162405746
"g3039","A",3.88847259329906
"g22176","A",-1.46492784415888
"g10078","A",2.14076946765288
"g17371","A",3.17376892627036
"g6160","A",1.78127551434504
"g22026","A",-1.85080281790439
"g7979","A",-2.00755248674082
"g17890","A",-2.62309817023398
"g2505","A",-1.72583975657618
"g15873","A",1.78658775102844
"g11312","A",4.25169747035116
"g10707","A",8.91202514216027
"g9973","A",-1.26741982767965
"g7431","A",-2.41005879021062
"g2172","A",3.05099663040754
"g19726","A",6.12729933770141
"g4707","A",1.68951307956115
"g13535","A",-1.79429600189776
"g6850","A",2.77747373341719
"g2112","A",2.74734489159533
"g24097","A",-1.77893868640248
"g7956","A",-1.17326108511903
"g1894","A",2.52183382854111
"g15797","A",2.19560057585608
"g3902","A",1.70967669649194
"g24251","A",-1.87422276292066
"g4410","A",4.94479802476043
"g6988","A",4.08867726136313
"g3043","A",-1.48944033656936
"g17154","A",1.87805950076771
