,TPM_trimed_0h,TPM_trimed_16h,TPM_trimed_48h,TPM_control_96h,TPM_Early,TPM_Late
g10903,-0.886617964,0.056724225,-1.297592331,0.838115196,-0.060037695,1.349408568
g10904,-1.438448818,-0.723978734,0.389047499,1.084187105,-0.304405335,0.993598284
g10905,1.359699269,-0.425813547,1.184869803,-0.603162955,-0.921607611,-0.593984959
g10906,1.785234799,-0.904256736,0.537926585,-0.407633711,-0.624781932,-0.386489006
g10907,-1.178675349,-0.936115433,-0.439868081,0.741475408,0.489863106,1.323320349
g10908,-1.070336318,-0.212478242,-0.97495324,1.58543141,0.092151316,0.580185075
g10913,-0.69620847,-0.682759624,-0.69620847,1.879443048,0.178380285,0.017353231
g10919,-0.564593688,-0.564593688,-0.554385922,-0.199097949,2.000405659,-0.117734412
g10923,-0.923711919,-0.707159103,-0.681079694,0.077478312,0.533979658,1.700492746
g10924,2.039713894,-0.413198778,-0.454569281,-0.423381148,-0.411528991,-0.337035697
g10925,2.041033868,-0.3811852,-0.41051054,-0.419809324,-0.409250722,-0.420278082
g10926,-1.397235331,-0.409682621,1.213540483,-0.238880527,-0.292327945,1.124585942
g10927,-0.743060203,-0.445921165,-1.061981811,0.96575701,-0.182819967,1.468026137
g10928,-0.005112255,0.927484736,1.485591569,-0.802654683,-0.802654683,-0.802654683
g10929,2.039805074,-0.35758608,-0.366733746,-0.438495083,-0.438495083,-0.438495083
g10937,1.712021419,-0.887377731,-0.887377731,0.516381993,-0.476379171,0.022731219
g10939,-0.896548301,-0.81490965,-0.932472026,0.521845676,0.797721501,1.324362799
g10941,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g10942,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g10944,2.039888414,-0.44450805,-0.451208664,-0.382129338,-0.406530807,-0.355511556
g10945,0.385858081,0.049850318,0.024920576,1.567813524,-0.606374026,-1.422068474
g10946,0.185093996,-1.701351117,0.277833374,1.393461761,0.064253936,-0.21929195
g10947,-0.966445404,-0.20529303,1.931644371,-0.279833936,-0.017497823,-0.462574178
g10948,2.034745652,-0.508417023,-0.496657066,-0.371547971,-0.333687471,-0.324436122
g10949,1.839405415,-0.778606901,-0.852479298,0.265088127,-0.011638026,-0.461769316
g10950,1.399631401,-0.187535958,-1.664847023,0.464315154,-0.101935769,0.090372195
g10951,0.248081495,-1.159660729,-1.323726598,0.669816786,0.493471335,1.072017712
g10952,-0.922724401,-0.780746826,-0.784663523,1.380171367,1.00378876,0.104174623
g10953,-0.852194618,-0.860348598,-0.879484293,1.431267112,0.717973995,0.442786403
g10954,-0.565712387,-0.695958685,-0.046543042,-0.146525175,-0.520396744,1.975136033
g10955,1.584044518,0.381621661,0.20123766,-0.258261785,-0.497968706,-1.410673348
g10956,-0.38936475,-0.632534879,1.974363255,-0.485362813,-0.554109146,0.087008334
g10957,-0.509505443,-0.57198227,1.960812265,-0.50653972,-0.534522416,0.161737583
g10958,0.595220875,-0.708674007,1.757211919,-0.708674007,-0.226410774,-0.708674007
g10959,1.581701741,0.7918193,-0.004221387,-0.785267371,-0.792016141,-0.792016141
g10960,-0.905372077,1.910339124,-0.349187852,0.083267193,-0.623438014,-0.115608373
g10961,-0.971489234,0.570225153,-0.915678769,1.668904131,-0.326654072,-0.025307208
g10962,-0.569544233,-0.541707531,-0.809277661,1.912726442,-0.181421334,0.189224318
g10963,-1.661266673,-0.507762284,0.125138594,0.820663175,0.089559761,1.133667428
g10964,-1.758342691,0.010713273,-0.192229791,1.053192102,0.013879812,0.872787294
g10966,1.924437186,-0.760100935,-0.756283354,-0.040497626,-0.380799307,0.013244036
g10967,-1.596440951,0.002393705,-0.557603219,0.386007196,0.417687474,1.347955796
g10968,1.904757533,-0.785078479,-0.79062789,-0.326173099,-0.11113185,0.108253785
g10973,-0.881066656,-0.89583876,-0.89583876,0.680115579,0.704059428,1.288569169
g10974,1.915998177,-0.772797247,-0.050237325,-0.768370095,-0.369828119,0.045234609
g10975,2.000457806,-0.553236627,-0.392319579,-0.548220207,-0.487087072,-0.019594321
g10976,2.038425361,-0.350326493,-0.357909274,-0.491492695,-0.438362054,-0.400334844
g10977,-0.176384915,-1.141313791,-1.125049947,0.456602734,0.661651817,1.324494102
g10978,1.296073388,-1.132687322,-1.196676884,0.207212601,0.080595154,0.745483064
g10979,-0.79894181,0.822886217,1.013724942,-0.542885597,-1.305640842,0.810857089
g10980,-0.567590048,-0.567590048,1.888206804,-0.567590048,0.38215339,-0.567590048
g10989,-0.59977642,-0.693212606,-0.36425165,-0.168777615,-0.166663949,1.99268224
g10990,1.916878188,-0.878984189,-0.621908221,-0.060693783,0.045283407,-0.400575402
g10991,2.034932357,-0.375027925,-0.544385746,-0.360727869,-0.436848466,-0.317942351
g10992,1.484099803,-1.400548818,-0.701883588,-0.172954079,0.383606105,0.407680578
g10993,-0.739708651,-0.514417006,-1.164699278,1.56996465,0.481923411,0.366936873
g10994,-0.920624227,-0.836576988,-0.590358347,1.326391319,-0.131039122,1.152207366
g10995,1.991842398,-0.537861386,-0.519720207,-0.046347189,-0.639937091,-0.247976525
g10996,-0.651403047,-0.097062519,-0.554715104,1.938815264,-0.703513937,0.067879342
g10997,-1.093293302,-0.559577042,-0.799060144,1.467058181,0.163924556,0.82094775
g11020,-1.488135672,-0.353278347,-0.651032382,0.500679344,1.031630266,0.960136791
g11021,-1.356618735,-0.429138524,0.47331933,-0.053506107,-0.269821267,1.635765303
g11022,-1.055805899,-0.681476729,1.847243602,-0.012040267,-0.006444206,-0.091476502
g11023,-0.078834036,0.09574346,1.922914726,-0.783862896,-0.530794358,-0.625166898
g11024,-0.894862169,-0.605760807,0.36611606,-0.728566331,0.085396945,1.777676302
g11025,0.096568851,-1.125450604,1.765618263,-0.070888078,0.102922866,-0.768771298
g11026,0.15776549,-0.731796337,-1.638404916,1.023400249,0.61645754,0.572577974
g11028,1.86479797,-0.856951217,-0.341336041,-0.238214685,-0.725610558,0.297314531
g11029,0.162289799,1.725095405,-1.099857008,0.316741945,-0.354662677,-0.749607465
g11030,-1.469704075,0.328263744,-0.933887236,1.22349794,0.41339663,0.438432996
g11031,-0.432943433,-0.70067035,1.963086991,-0.511394986,-0.438143754,0.120065531
g11032,2.040990118,-0.408124882,-0.390613938,-0.418575643,-0.431684851,-0.391990804
g11033,-0.212716264,-1.176055611,-0.275942815,0.601845317,-0.601798987,1.66466836
g11034,-1.389565106,-0.583558817,0.614328606,-0.00203189,-0.163754276,1.524581482
g11035,1.072631323,1.108490288,0.381975122,-0.486909873,-1.241131813,-0.835055047
g11036,-1.649601385,-0.629889634,0.260600666,0.582235195,0.247607509,1.189047649
g11037,-0.469902628,1.082385332,-1.371969173,1.147137589,-0.602648724,0.214997604
g11038,-0.992823708,0.030038476,-1.417289464,0.966357214,0.517723177,0.895994306
g11039,0.601637745,-1.664875903,0.786875457,0.296536372,-0.771306238,0.751132567
g11040,-0.444573942,-1.373507184,0.001647765,1.625888678,-0.261211655,0.451756338
g11057,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g11062,-0.943130661,0.756909659,-0.491386952,-0.108226144,1.612681509,-0.826847411
g11063,-0.094858147,-0.377362186,1.97691244,-0.733756941,-0.614429535,-0.156505631
g11064,-0.973150989,-0.035104153,1.488823892,0.476277929,-1.236885541,0.280038861
g11065,0.583345039,-1.54390183,1.374182185,0.034566804,-0.602293165,0.154100967
g11066,-1.198163025,0.298777904,-1.329648373,0.880453121,0.567894411,0.780685963
g11067,-1.86083473,1.14428948,0.387596794,0.25535079,-0.033029833,0.1066275
g11068,0.483501356,0.31620365,-0.155046781,1.449426201,-0.629447264,-1.464637162
g11069,0.473894464,-0.603951833,-1.33558197,1.559204704,-0.356129149,0.262563784
g11070,1.679177455,-0.619569693,0.701580087,-0.350950421,-1.010676279,-0.399561149
g11071,1.983985786,-0.297862499,0.0114012,-0.537549347,-0.661282969,-0.498692171
g11072,1.989214686,-0.581481811,-0.532721458,-0.436133246,-0.478854246,0.039976075
g11073,1.898979088,0.294928467,-0.321321826,-0.504235092,-0.76542538,-0.602925257
g11074,0.020315078,-1.012489664,-1.305269775,0.64054703,0.33460258,1.32229475
g11075,1.435374886,0.028147824,0.962102657,-0.814938967,-0.966563941,-0.644122458
g11076,1.755780554,-0.106523252,0.52406515,-0.569275817,-0.700324244,-0.90372239
g11077,0.576821676,1.502207506,-1.223463012,0.372534643,-0.511850213,-0.716250599
g11078,-1.569743222,-0.370673526,1.166331196,0.340150362,-0.426587669,0.860522857
g11079,-1.547224274,-0.526385623,0.887076592,0.935416417,-0.438168715,0.689285603
g11080,-0.432987448,-0.546316784,1.677700776,0.767777508,-0.60067768,-0.865496372
g11081,1.648577256,0.765686886,-0.355555061,-0.364137988,-0.870898623,-0.82367247
g11082,0.174344449,-1.254493017,-1.240414317,0.877751736,0.872936904,0.569874246
g11083,-0.84392372,-1.076620427,-0.719240106,0.56545158,0.772391553,1.30194112
g11084,-1.201428856,-0.780225011,0.188191004,-0.28379933,1.619299079,0.457963114
g11085,2.025484656,-0.548489776,-0.204173467,-0.470772809,-0.477234709,-0.324813895
g11091,1.593928748,0.081695307,0.726949433,-0.79665364,-0.810550791,-0.795369057
g11092,0.461443371,1.653469317,0.308631657,-0.807848115,-0.807848115,-0.807848115
g11097,0.79698369,-0.856691407,-0.856691407,1.430204848,0.342885682,-0.856691407
g11098,-0.696282773,-0.804885359,-0.60191182,1.841248575,-0.06980535,0.331636727
g11099,-1.0014648,-1.300107863,1.123175646,0.826507837,-0.211506093,0.563395275
g11100,-0.933982044,-0.252730609,1.727666978,-0.299228526,-0.813761955,0.572036156
g11101,1.976838696,-0.229294205,-0.630873302,-0.339114839,-0.723618437,-0.053937913
g11102,0.881664132,0.486067714,-0.40650068,-0.276192915,-1.667329018,0.982290768
g11103,1.642672913,-0.721573736,-0.766109242,-0.404748911,-0.581881511,0.831640487
g11104,-0.721530464,-1.276195838,1.123601412,0.386905992,1.055967273,-0.568748374
g11129,-0.142188816,-0.952648856,-0.952648856,1.188607562,-0.40214881,1.261027776
g11130,0.29831258,-1.81391643,-0.252998261,0.013032036,0.965892055,0.789678019
g11131,1.495320823,-1.415516665,-0.318063123,0.533978414,-0.554250002,0.258530552
g11132,-0.707273864,-1.216481877,-0.460472169,1.163481727,0.014931845,1.205814338
g11133,0.739605406,-1.367192865,-0.020732652,0.913751431,-1.05823419,0.79280287
g11134,1.629647275,0.121177488,0.644487738,-0.768925003,-0.827113592,-0.799273907
g11135,0.925637023,-1.285464809,-0.907605266,-0.07481674,0.05443445,1.287815342
g11136,0.581307136,-0.857841069,1.51410013,0.079149495,-1.275025002,-0.041690691
g11137,-0.666266716,0.355654554,-0.711728833,0.851784691,1.346816634,-1.17626033
g11138,-0.917349993,1.758436816,0.493784632,-0.30454153,-0.199720614,-0.83060931
g11139,-1.677036755,1.0417504,-0.126938206,0.510754004,0.755696446,-0.504225888
g11140,-1.330111521,0.484066539,0.472142646,-0.358337617,1.456319666,-0.724079713
g11141,-0.587735866,-0.822227684,-1.010578051,0.220104859,0.60633928,1.594097462
g11142,2.030457119,-0.336190435,-0.513094819,-0.481331823,-0.460340177,-0.239499865
g11143,-1.326904262,0.335797949,-1.026992099,1.268124318,0.072925638,0.677048456
g11144,-0.242664422,-0.94738821,-0.909294219,0.997892744,-0.347705771,1.449159878
g11145,-0.834529998,-0.930014898,-0.850496067,1.127429343,0.332893822,1.154717797
g11146,-0.575067011,0.666485326,1.686784509,-0.127344766,-0.847456389,-0.80340167
g11147,1.163238269,-0.918471747,0.890193457,-1.05752109,-0.705612518,0.628173628
g11148,-0.644136281,-0.513763722,1.938094457,-0.634466095,-0.34832703,0.20259867
g11150,-1.191863108,-0.973686185,-0.160003834,1.263763637,1.002593444,0.059196047
g11151,-1.683237763,0.129550742,1.425158421,-0.201426472,0.055792105,0.274162967
g11152,-0.297341251,-0.268158792,1.991582851,-0.504755088,-0.772173656,-0.149154064
g11153,-1.320078265,-0.39213729,1.174557607,0.133023107,1.103559987,-0.698925146
g11154,1.175298166,1.108783183,0.163402316,-0.486903664,-0.661258958,-1.299321043
g11155,1.667008543,0.432457557,-1.283676655,-0.304653655,0.02973324,-0.540869029
g11156,1.657952251,-1.119308255,-0.858734286,0.234726737,-0.275263723,0.360627275
g11157,2.039716129,-0.425905571,-0.43055437,-0.421784448,-0.43055437,-0.33091737
g11158,2.031190829,-0.482342879,-0.482342879,-0.375572924,-0.466308687,-0.224623459
g11159,0.245645899,-1.052834737,-0.838398454,1.766118959,-0.090638709,-0.029892958
g11160,1.067775078,-1.322543864,-0.722481827,-0.317342031,0.07718094,1.217411704
g11161,-1.239733776,-1.175423922,0.256159247,0.896074653,0.17572998,1.087193818
g11162,1.941794484,-0.708615042,-0.625977017,-0.502532372,0.14443258,-0.249102633
g11163,1.801668003,-0.652653204,0.374504043,-0.993333764,-0.439050651,-0.091134426
g11164,-0.507809281,1.822760221,0.516614077,-0.525183415,-0.544446273,-0.761935327
g11189,2.041212165,-0.4133765,-0.414885226,-0.402820729,-0.401644131,-0.408485579
g11190,2.041221439,-0.412573324,-0.412573324,-0.400504273,-0.407443684,-0.408126835
g11191,-0.186650594,-0.832632075,-0.799641826,-0.690824833,1.2010298,1.308719528
g11192,-0.476950498,-0.946751172,-1.001902766,0.032519197,1.133752059,1.25933318
g11193,0.569766095,-1.835985407,-0.114194379,1.061972514,-0.078472297,0.396913473
g11194,2.020104178,-0.516202216,-0.516202216,-0.367009754,-0.481992106,-0.138697885
g11195,-0.752470666,-0.750709306,-0.754961598,1.729407131,0.555595086,-0.026860647
g11196,2.039987876,-0.397045335,-0.42530078,-0.432671805,-0.440598935,-0.344371022
g11197,-0.079112118,-1.436134964,-0.676153862,1.128793137,-0.032314751,1.094922557
g11198,-1.460970063,-0.662157407,0.111507882,0.398356983,0.115732022,1.497530583
g11199,-1.398481042,-0.945245878,-0.064550304,1.019078353,0.427076708,0.962122163
g11200,-0.474471863,-0.684396156,-0.463270907,-0.176814381,-0.205620308,2.004573616
g11201,1.586152732,-0.695073936,-0.981548928,0.028176797,-0.688165252,0.750458587
g11202,1.718746528,-0.334967159,-1.167018047,0.311957467,0.144717013,-0.673435802
g11203,0.457452183,-1.412059853,-0.994957119,1.232241179,0.233782065,0.483541545
g11204,-0.783362553,-1.105204484,0.27587473,0.089619098,-0.218476586,1.741549796
g11205,-0.352610464,-0.901784923,1.674938672,-0.442768477,-0.717152244,0.739377436
g11206,0.039343956,-1.010675712,1.623095122,-0.679454515,-0.649670456,0.677361605
g11207,0.970619129,-1.192725763,0.81507827,-0.412232449,-1.035007687,0.854268499
g11208,1.818988401,-0.404273952,-0.902798301,-0.019268004,-0.789958436,0.297310292
g11209,0.903631921,-1.232693967,-1.322583733,0.572385608,0.491356585,0.587903586
g11210,-0.222134772,-0.719588428,-1.062549709,1.504769744,-0.426544604,0.92604777
g11211,1.97895675,-0.719023674,0.02824257,-0.437400084,-0.505103322,-0.345672239
g11212,1.397331856,-0.380733238,-1.397404302,-0.280300739,0.901809611,-0.240703187
g11213,1.028403502,-0.745742863,-0.813540428,-0.210464288,-0.725985396,1.467329472
g11214,2.001659223,-0.600811531,-0.63403414,-0.208991477,-0.403663592,-0.154158483
g11215,-0.434350412,-0.255462575,2.014779137,-0.241246777,-0.398124208,-0.685595165
g11216,-0.875149023,1.178686231,1.347483446,-0.516034792,-0.323861078,-0.811124784
g11217,-0.725467047,-0.896985905,-0.526616879,0.620436023,-0.194454965,1.723088773
g11218,-1.371671661,-0.191955368,-0.911352471,0.973968247,1.047132605,0.453878649
g11219,-1.526913735,-0.687743353,-0.290192712,0.931907797,0.73259012,0.840351883
g11220,-0.841350138,-0.599186272,-0.500804253,1.473365497,1.071243396,-0.603268229
g11221,1.825188625,0.324350619,-0.822357948,-0.207598018,-0.230109769,-0.889473509
g11222,-1.984330735,0.186653131,0.065596968,0.631632918,0.453176322,0.647271396
g11227,-0.753102494,-0.840799889,-0.840799889,0.774038431,0.108906237,1.551757605
g11228,-0.519172597,-0.875829144,-0.932640202,0.434930951,0.200291491,1.6924195
g11229,-1.186650131,-0.719181267,-0.245911707,1.383015236,-0.250445012,1.01917288
g11230,2.041237179,-0.411165963,-0.410137788,-0.405790701,-0.406925297,-0.407217429
g11231,0.832463003,1.618366674,-0.81450701,-0.304880734,-0.515467986,-0.815973947
g11232,0.150200012,1.957417625,-0.458316932,-0.414951989,-0.648063333,-0.586285383
g11233,2.041230997,-0.411995968,-0.410931216,-0.405224767,-0.403801525,-0.409277522
g11238,1.193805323,1.38353228,-0.644334401,-0.644334401,-0.644334401,-0.644334401
g11247,2.041241452,-0.40824829,-0.40824829,-0.40824829,-0.40824829,-0.40824829
g11250,-0.036899012,-0.856104057,-0.856104057,1.874815098,0.007776219,-0.133484192
g11251,0.04527696,-0.897610319,-0.7849188,1.825889022,-0.42934495,0.240708087
g11252,-0.910998571,-0.23807242,-1.021393742,1.7054539,0.069000972,0.396009862
g11253,-0.043694055,-0.247703612,-1.298188867,1.770912008,-0.313003255,0.131677781
g11254,2.025009714,-0.15556334,-0.465671872,-0.464743302,-0.496060646,-0.442970553
g11255,1.655975849,-0.658609383,-0.284896666,0.714600434,-0.386508323,-1.040561912
g11256,-0.132745121,-0.825475124,0.741855672,1.562634905,-0.224487218,-1.121783115
g11257,-0.641600031,-0.91995867,-0.788259878,1.555121553,-0.042251921,0.836948947
g11258,-0.711904294,-0.83919926,-0.835925726,1.259063742,-0.095096294,1.223061833
g11259,-0.821227709,-0.873076664,-0.819574032,0.924489377,0.172657037,1.416731991
g11260,-1.334958645,-1.025330515,-0.016300087,1.172410734,0.419404851,0.784773662
g11261,1.904814857,-0.894693057,-0.065049768,-0.564318506,-0.487051014,0.106297487
g11262,-1.179217088,-1.175927569,-0.087066443,1.045606558,0.423970676,0.972633866
g11263,1.033592476,-1.69527551,-0.340559263,0.619942921,-0.300958682,0.683258059
g11264,2.021427545,-0.615879453,-0.374216542,-0.355468309,-0.478878208,-0.196985032
g11265,2.041062659,-0.41956561,-0.383008484,-0.415472038,-0.415827243,-0.407189283
g11266,2.04104892,-0.425347177,-0.384407747,-0.414492515,-0.413058825,-0.403742657
g11272,2.040042576,-0.45590374,-0.360799804,-0.425028557,-0.377912722,-0.420397752
g11273,2.039775402,-0.45243529,-0.348336493,-0.443598356,-0.406814084,-0.388591179
g11274,-0.765326816,-0.960865182,-0.870198686,0.412001612,0.793661391,1.390727681
g11275,1.247517971,-0.726160811,-0.690612971,-0.626317691,-0.532455332,1.328028834
g11276,-1.149976052,0.36991265,-0.201136444,-0.762114886,0.035035702,1.70827903
g11277,-0.569187195,-0.678852538,-0.406774616,-0.310674633,-0.022647816,1.988136798
g11278,-0.602658008,-0.905443767,-0.593808081,1.142319787,-0.441906064,1.401496132
g11279,0.810189719,-0.857236204,1.643530248,-0.338725643,-0.59859517,-0.659162949
g11280,0.603752229,-0.715732309,1.783150997,-0.552970639,-0.63853745,-0.479662828
g11281,0.676115187,-0.682703757,1.745350165,-0.516511299,-0.51946048,-0.702789817
g11282,0.788220734,-0.559712873,1.685576192,-0.593133933,-0.66047506,-0.66047506
g11283,0.493258536,-0.73846661,1.834126737,-0.492839425,-0.504699971,-0.591379267
g11284,1.139003936,-0.832120131,1.336814724,-0.177766773,-0.491001488,-0.974930268
g11285,0.293540298,-1.379019564,-0.612929786,-0.329767226,0.528825179,1.4993511
